house_id,area_sqft,bedrooms,bathrooms,age_years,year_built,condition_score,garage_cars,parking_spots,furnishing_status,location,floor_number,total_floors,price,price_per_sqft,rooms_per_bath,age_category
1354,2180.0,3,2.4,84,1940,1,1,1,Semi-Furnished,Riverside,0,2,375900.0,172.43119266055047,1.25,Very Old
1355,1512.0,2,2.1,94,1930,1,2,1,Fully Furnished,Northside,5,2,318700.0,210.7804232804233,0.9523809523809523,Very Old
1356,600.0,4,3.5,72,1952,1,0,2,Fully Furnished,Lakeside,7,2,256500.0,427.5,1.1428571428571428,Very Old
1357,1527.0,3,2.6,18,2006,3,2,1,Fully Furnished,Riverside,8,2,727800.0,476.6208251473477,1.1538461538461537,Moderate
1358,1996.0,2,1.9,11,2013,4,1,0,Semi-Furnished,OldTown,0,1,411600.0,206.2124248496994,1.0526315789473684,Recent
1359,1061.0,3,2.5,33,1991,2,2,2,Semi-Furnished,Suburb_B,2,5,170500.0,160.69745523091424,1.2,Old
1360,1892.0,1,1.0,27,1997,3,1,1,Fully Furnished,Northside,9,1,938900.0,496.2473572938689,1.0,Moderate
1361,1792.0,3,2.3,77,1947,1,2,0,Fully Furnished,OldTown,6,1,418300.0,233.42633928571428,1.3043478260869565,Very Old
1362,2090.0,3,2.8,5,2019,4,1,0,Unfurnished,OldTown,0,1,443100.0,212.00956937799043,1.0714285714285714,New
1363,1860.0,2,1.4,15,2009,3,1,1,Fully Furnished,Southside,3,1,627500.0,337.36559139784947,1.4285714285714286,Recent
1364,1313.0,5,3.9,54,1970,1,1,0,Fully Furnished,Lakeside,8,1,572800.0,436.25285605483623,1.2820512820512822,Very Old
1365,2398.0,2,1.3,5,2019,5,2,2,Semi-Furnished,Downtown,2,2,1383700.0,577.022518765638,1.5384615384615383,New
1366,1721.0,2,2.1,19,2005,3,1,1,Unfurnished,Southside,7,3,521200.0,302.8471818710052,0.9523809523809523,Moderate
1367,1786.0,2,2.1,23,2001,3,1,0,Fully Furnished,Northside,3,1,672800.0,376.7077267637178,0.9523809523809523,Moderate
1368,1333.0,4,2.9,37,1987,2,2,1,Unfurnished,Suburb_A,0,2,231300.0,173.51837959489873,1.3793103448275863,Old
1369,1578.0,3,2.4,9,2015,3,1,0,Semi-Furnished,Downtown,0,5,662500.0,419.83523447401774,1.25,Recent
1370,1358.0,3,2.2,74,1950,1,1,2,Semi-Furnished,Hillview,0,1,165000.0,121.5022091310751,1.3636363636363635,Very Old
1371,1714.0,1,1.0,26,1998,3,0,2,Fully Furnished,Downtown,0,3,577600.0,336.9894982497083,1.0,Moderate
1372,2656.0,1,1.0,84,1940,1,1,2,Semi-Furnished,Southside,8,1,530000.0,199.54819277108433,1.0,Very Old
1373,1114.0,3,2.6,28,1996,3,1,1,Fully Furnished,Southside,5,1,457700.0,410.86175942549374,1.1538461538461537,Moderate
1374,993.0,4,3.3,16,2008,3,1,2,Semi-Furnished,Southside,6,2,448300.0,451.460221550856,1.2121212121212122,Moderate
1375,2536.0,4,4.1,8,2016,4,2,0,Fully Furnished,Greenfield,4,1,968300.0,381.8217665615142,0.9756097560975611,Recent
1376,1695.0,2,1.3,0,2024,5,2,0,Semi-Furnished,Greenfield,1,5,663800.0,391.62241887905606,1.5384615384615383,New
1377,1465.0,3,1.9,32,1992,3,0,1,Unfurnished,Downtown,0,1,448100.0,305.87030716723547,1.5789473684210527,Old
1378,2320.0,5,3.9,6,2018,4,2,1,Unfurnished,Southside,9,2,1254200.0,540.6034482758621,1.2820512820512822,Recent
1379,1497.0,3,1.9,23,2001,3,2,0,Fully Furnished,Lakeside,3,3,510900.0,341.28256513026054,1.5789473684210527,Moderate
1380,2713.0,4,2.8,35,1989,2,2,0,Semi-Furnished,Suburb_B,3,1,442200.0,162.99299668263913,1.4285714285714286,Old
1381,2139.0,2,1.3,16,2008,3,2,0,Semi-Furnished,Suburb_A,9,3,563200.0,263.3006077606358,1.5384615384615383,Moderate
1382,1556.0,5,3.7,10,2014,4,1,1,Fully Furnished,Lakeside,1,2,829900.0,533.3547557840617,1.3513513513513513,Recent
1383,2879.0,4,2.9,58,1966,1,2,0,Semi-Furnished,Lakeside,8,3,703300.0,244.2862104897534,1.3793103448275863,Very Old
1384,1497.0,5,4.2,90,1934,1,1,0,Fully Furnished,Suburb_A,8,4,247100.0,165.06346025384101,1.1904761904761905,Very Old
1385,2171.0,3,2.2,5,2019,5,1,0,Semi-Furnished,Hillview,0,2,768400.0,353.9382772915707,1.3636363636363635,New
1386,1950.0,3,2.3,9,2015,4,0,1,Unfurnished,Greenfield,0,2,508400.0,260.71794871794873,1.3043478260869565,Recent
1387,2451.0,5,4.3,92,1932,1,2,0,Fully Furnished,Downtown,9,1,1124500.0,458.7923296613627,1.1627906976744187,Very Old
1388,2581.0,2,1.4,1,2023,5,2,2,Fully Furnished,Suburb_B,2,1,1049300.0,406.5478496706703,1.4285714285714286,New
1389,1816.0,3,2.3,95,1929,1,1,0,Fully Furnished,Riverside,0,1,425500.0,234.30616740088107,1.3043478260869565,Very Old
1390,1423.0,4,3.3,0,2024,5,0,2,Unfurnished,Suburb_A,3,5,519100.0,364.7926914968377,1.2121212121212122,New
1391,2030.0,4,2.6,76,1948,1,2,1,Unfurnished,Southside,4,2,280000.0,137.93103448275863,1.5384615384615383,Very Old
1392,1461.0,5,3.3,18,2006,2,1,0,Fully Furnished,Lakeside,7,1,987400.0,675.8384668035592,1.5151515151515151,Moderate
1393,2807.0,2,1.7,88,1936,1,2,0,Semi-Furnished,Riverside,9,1,924500.0,329.3551834698967,1.1764705882352942,Very Old
1394,1868.0,4,3.3,19,2005,3,1,1,Fully Furnished,Suburb_A,8,1,864100.0,462.5802997858672,1.2121212121212122,Moderate
1395,1617.0,4,3.8,39,1985,2,2,1,Semi-Furnished,Downtown,9,1,1013300.0,626.6542980828696,1.0526315789473684,Old
1396,1892.0,2,1.6,4,2020,5,1,1,Semi-Furnished,OldTown,0,2,602600.0,318.4989429175476,1.25,New
1397,1126.0,3,2.6,14,2010,4,2,0,Unfurnished,Suburb_A,6,1,487300.0,432.7708703374778,1.1538461538461537,Recent
1398,1314.0,2,1.5,58,1966,1,0,2,Fully Furnished,Riverside,0,1,293700.0,223.5159817351598,1.3333333333333333,Very Old
1399,2400.0,3,2.5,31,1993,2,0,2,Semi-Furnished,Southside,0,3,471300.0,196.375,1.2,Old
1400,1472.0,5,4.5,86,1938,1,1,1,Unfurnished,Lakeside,7,5,329800.0,224.04891304347825,1.1111111111111112,Very Old
1401,1277.0,3,1.8,25,1999,3,2,1,Unfurnished,Suburb_A,2,2,277200.0,217.07126076742364,1.6666666666666665,Moderate
1402,2068.0,4,3.3,76,1948,1,0,2,Semi-Furnished,Southside,8,4,384000.0,185.68665377176015,1.2121212121212122,Very Old
1403,2393.0,5,4.6,27,1997,3,0,3,Semi-Furnished,Northside,0,1,587800.0,245.63309653155036,1.0869565217391306,Moderate
1404,2159.0,3,2.5,96,1928,1,0,2,Semi-Furnished,Suburb_A,7,3,340800.0,157.85085687818435,1.2,Very Old
1405,2298.0,4,3.7,92,1932,1,1,1,Semi-Furnished,Hillview,0,1,406800.0,177.02349869451697,1.081081081081081,Very Old
1406,1422.0,3,2.2,19,2005,3,1,2,Unfurnished,Greenfield,0,4,341300.0,240.014064697609,1.3636363636363635,Moderate
1407,1089.0,4,3.2,79,1945,2,2,0,Unfurnished,Hillview,3,4,327000.0,300.2754820936639,1.25,Very Old
1408,2551.0,2,1.6,72,1952,1,2,1,Unfurnished,Riverside,1,3,448100.0,175.656605252842,1.25,Very Old
1409,1639.0,5,3.3,12,2012,4,0,3,Semi-Furnished,Downtown,3,4,814000.0,496.6442953020134,1.5151515151515151,Recent
1410,1675.0,2,1.2,37,1987,2,1,0,Unfurnished,Suburb_A,9,2,359900.0,214.86567164179104,1.6666666666666667,Old
1411,2464.0,3,2.1,4,2020,5,1,0,Fully Furnished,Southside,5,1,1504800.0,610.7142857142857,1.4285714285714286,New
1412,2078.0,4,3.4,70,1954,1,1,1,Fully Furnished,Southside,0,3,345800.0,166.4100096246391,1.1764705882352942,Very Old
1413,2028.0,3,2.7,10,2014,4,0,1,Semi-Furnished,Hillview,0,2,791300.0,390.18737672583825,1.111111111111111,Recent
1414,2883.0,3,2.5,3,2021,5,0,3,Fully Furnished,OldTown,2,1,993600.0,344.6409989594173,1.2,New
1415,1478.0,3,2.6,24,2000,3,1,0,Unfurnished,Suburb_B,2,2,276300.0,186.94181326116373,1.1538461538461537,Moderate
1416,2264.0,4,3.2,34,1990,2,2,0,Semi-Furnished,Greenfield,4,3,518500.0,229.01943462897526,1.25,Old
1417,1829.0,2,2.0,73,1951,1,1,2,Semi-Furnished,Northside,0,1,262200.0,143.35702569710224,1.0,Very Old
1418,1934.0,2,1.6,95,1929,1,1,1,Semi-Furnished,Riverside,6,3,415900.0,215.04653567735264,1.25,Very Old
1419,2564.0,2,1.6,26,1998,2,2,1,Unfurnished,Greenfield,0,3,374300.0,145.98283931357255,1.25,Moderate
1420,2054.0,3,2.3,3,2021,5,2,1,Semi-Furnished,Greenfield,4,1,854800.0,416.16358325219085,1.3043478260869565,New
1421,2069.0,2,1.8,54,1970,1,1,2,Fully Furnished,Southside,4,2,375000.0,181.24697921701306,1.1111111111111112,Very Old
1422,2336.0,3,2.3,34,1990,2,1,0,Unfurnished,Northside,0,5,508100.0,217.5085616438356,1.3043478260869565,Old
1423,1618.0,3,2.7,26,1998,3,1,0,Semi-Furnished,Suburb_B,7,4,356200.0,220.14833127317675,1.111111111111111,Moderate
1424,1380.0,2,1.3,18,2006,3,1,2,Fully Furnished,Downtown,4,2,548200.0,397.2463768115942,1.5384615384615383,Moderate
1425,1278.0,3,2.1,30,1994,2,1,2,Semi-Furnished,OldTown,5,2,255400.0,199.8435054773083,1.4285714285714286,Moderate
1426,817.0,4,3.4,20,2004,4,2,0,Fully Furnished,Riverside,3,1,508300.0,622.1542227662179,1.1764705882352942,Moderate
1427,2828.0,2,1.6,55,1969,1,2,0,Unfurnished,Suburb_A,8,1,396900.0,140.34653465346534,1.25,Very Old
1428,1248.0,3,2.3,32,1992,3,0,2,Semi-Furnished,Lakeside,5,1,591600.0,474.03846153846155,1.3043478260869565,Old
1429,1689.0,3,2.7,77,1947,1,1,0,Unfurnished,Riverside,1,5,326400.0,193.25044404973357,1.111111111111111,Very Old
1430,1662.0,3,2.2,32,1992,2,0,2,Semi-Furnished,Downtown,0,5,509500.0,306.5583634175692,1.3636363636363635,Old
1431,1954.0,4,3.1,14,2010,4,1,0,Unfurnished,Greenfield,0,4,595900.0,304.96417604913,1.2903225806451613,Recent
1432,2208.0,3,2.8,72,1952,1,1,0,Fully Furnished,Riverside,0,2,466000.0,211.05072463768116,1.0714285714285714,Very Old
1433,2230.0,3,2.9,33,1991,2,2,1,Fully Furnished,OldTown,9,1,738900.0,331.3452914798206,1.0344827586206897,Old
1434,1508.0,1,1.3,12,2012,4,1,2,Fully Furnished,Northside,2,2,479300.0,317.83819628647217,0.7692307692307692,Recent
1435,1716.0,3,2.3,37,1987,2,2,1,Semi-Furnished,OldTown,8,3,381600.0,222.37762237762237,1.3043478260869565,Old
1436,1941.0,3,2.8,21,2003,2,1,0,Fully Furnished,Downtown,0,2,651200.0,335.4971664090675,1.0714285714285714,Moderate
1437,1676.0,1,1.0,71,1953,1,2,2,Semi-Furnished,OldTown,2,3,173200.0,103.34128878281624,1.0,Very Old
1438,2604.0,3,2.1,27,1997,3,0,2,Semi-Furnished,Lakeside,9,3,1011200.0,388.32565284178185,1.4285714285714286,Moderate
1439,2045.0,5,3.3,49,1975,2,2,0,Semi-Furnished,Downtown,0,3,563800.0,275.6968215158924,1.5151515151515151,Old
1440,2167.0,3,2.9,5,2019,4,2,0,Semi-Furnished,Northside,4,2,1052800.0,485.8329487771112,1.0344827586206897,New
1441,2131.0,3,2.1,23,2001,3,1,0,Fully Furnished,Northside,8,3,710600.0,333.4584702017832,1.4285714285714286,Moderate
1442,2387.0,5,4.0,96,1928,1,2,1,Unfurnished,Greenfield,9,1,541700.0,226.9375785504818,1.25,Very Old
1443,1891.0,4,2.9,64,1960,1,2,1,Semi-Furnished,Greenfield,7,3,301700.0,159.54521417239556,1.3793103448275863,Very Old
1444,1152.0,3,2.6,9,2015,4,0,3,Unfurnished,Downtown,8,1,1077900.0,935.6770833333334,1.1538461538461537,Recent
1445,2000.0,4,3.1,16,2008,3,1,0,Semi-Furnished,Northside,5,1,698500.0,349.25,1.2903225806451613,Moderate
1446,1474.0,4,2.8,19,2005,3,1,0,Unfurnished,Downtown,0,1,383200.0,259.9728629579376,1.4285714285714286,Moderate
1447,1536.0,3,2.5,39,1985,1,1,1,Semi-Furnished,Greenfield,6,1,402800.0,262.2395833333333,1.2,Old
1448,2093.0,3,2.0,55,1969,1,1,0,Unfurnished,Northside,9,5,367200.0,175.44194935499283,1.5,Very Old
1449,2419.0,3,2.1,54,1970,1,1,0,Fully Furnished,Northside,3,2,455300.0,188.2182720132286,1.4285714285714286,Very Old
1450,1811.0,5,3.4,30,1994,2,1,2,Unfurnished,Lakeside,0,5,419500.0,231.63997791275537,1.4705882352941178,Moderate
1451,1954.0,3,2.0,65,1959,1,2,1,Unfurnished,Hillview,4,1,370400.0,189.55987717502558,1.5,Very Old
1452,2651.0,2,1.7,26,1998,3,2,0,Fully Furnished,Suburb_A,5,1,733200.0,276.5748774047529,1.1764705882352942,Moderate
1453,1920.0,4,2.6,7,2017,4,2,1,Semi-Furnished,Suburb_A,0,2,572100.0,297.96875,1.5384615384615383,Recent
1454,3101.0,4,2.8,34,1990,2,2,0,Unfurnished,Southside,6,2,678000.0,218.63914866172203,1.4285714285714286,Old
1455,2083.0,2,1.6,91,1933,1,1,1,Semi-Furnished,Northside,4,3,378400.0,181.6610657705233,1.25,Very Old
1456,920.0,3,2.2,62,1962,1,1,1,Fully Furnished,Downtown,4,2,256300.0,278.5869565217391,1.3636363636363635,Very Old
1457,2177.0,3,3.0,34,1990,1,1,1,Semi-Furnished,Southside,0,4,327000.0,150.20670647680294,1.0,Old
1458,1991.0,4,3.8,39,1985,2,1,1,Fully Furnished,Lakeside,0,2,620800.0,311.80311401305875,1.0526315789473684,Old
1459,2445.0,2,1.3,87,1937,1,1,0,Unfurnished,Greenfield,4,2,314300.0,128.54805725971372,1.5384615384615383,Very Old
1460,2137.0,4,3.4,25,1999,3,1,1,Fully Furnished,Southside,4,2,639500.0,299.2512868507253,1.1764705882352942,Moderate
1461,1731.0,3,2.6,19,2005,2,1,0,Fully Furnished,Hillview,1,3,482200.0,278.5673021374928,1.1538461538461537,Moderate
1462,1188.0,2,1.4,95,1929,1,1,0,Fully Furnished,Hillview,0,3,205200.0,172.72727272727272,1.4285714285714286,Very Old
1463,1695.0,5,3.6,75,1949,1,1,2,Semi-Furnished,Hillview,1,2,356000.0,210.02949852507373,1.3888888888888888,Very Old
1464,1375.0,3,2.4,19,2005,4,1,1,Unfurnished,OldTown,3,1,417200.0,303.41818181818184,1.25,Moderate
1465,1510.0,2,1.5,27,1997,4,0,3,Fully Furnished,Greenfield,9,3,506900.0,335.6953642384106,1.3333333333333333,Moderate
1466,2094.0,3,2.3,24,2000,3,1,0,Fully Furnished,Lakeside,6,5,699800.0,334.1929321872015,1.3043478260869565,Moderate
1467,2635.0,4,3.3,8,2016,4,3,1,Semi-Furnished,Southside,8,1,3596829.271610313,575.2182163187856,1.2121212121212122,Recent
1468,1997.0,3,2.2,92,1932,1,0,2,Unfurnished,Suburb_A,3,3,286900.0,143.66549824737106,1.3636363636363635,Very Old
1469,1202.0,2,1.3,24,2000,4,1,1,Semi-Furnished,Southside,3,2,315700.0,262.6455906821963,1.5384615384615383,Moderate
1470,2022.0,2,1.6,77,1947,1,0,2,Semi-Furnished,Hillview,0,2,382800.0,189.31750741839764,1.25,Very Old
1471,2398.0,2,1.7,11,2013,3,1,0,Semi-Furnished,Southside,6,5,635000.0,264.80400333611345,1.1764705882352942,Recent
1472,1495.0,4,2.8,33,1991,2,1,0,Fully Furnished,Lakeside,2,3,473200.0,316.5217391304348,1.4285714285714286,Old
1473,1733.0,3,2.7,1,2023,4,0,2,Semi-Furnished,Riverside,6,4,1007500.0,581.3618003462204,1.111111111111111,New
1474,1807.0,2,1.1,56,1968,1,1,0,Semi-Furnished,Southside,2,2,210600.0,116.54676258992805,1.8181818181818181,Very Old
1475,1408.0,2,1.4,35,1989,2,2,2,Unfurnished,Lakeside,0,1,393300.0,279.3323863636364,1.4285714285714286,Old
1476,2124.0,3,2.3,37,1987,2,2,0,Unfurnished,Northside,0,3,507700.0,239.030131826742,1.3043478260869565,Old
1477,1740.0,5,3.8,2,2022,5,1,0,Unfurnished,Suburb_A,7,5,785900.0,451.6666666666667,1.3157894736842106,New
1478,2010.0,3,2.2,12,2012,4,2,0,Semi-Furnished,Hillview,0,4,555000.0,276.1194029850746,1.3636363636363635,Recent
1479,1356.0,5,4.6,4,2020,5,1,2,Semi-Furnished,Northside,0,1,787900.0,581.047197640118,1.0869565217391306,New
1480,1581.0,3,2.1,17,2007,3,0,1,Fully Furnished,Southside,9,2,748200.0,473.2447817836812,1.4285714285714286,Moderate
1481,2161.0,2,2.3,37,1987,2,2,0,Unfurnished,Lakeside,5,2,719200.0,332.80888477556687,0.8695652173913044,Old
1482,1614.0,4,3.3,34,1990,2,2,1,Semi-Furnished,Hillview,0,2,360000.0,223.04832713754647,1.2121212121212122,Old
1483,2663.0,3,2.4,37,1987,2,1,0,Unfurnished,Southside,0,1,513800.0,192.94029290274128,1.25,Old
1484,1600.0,4,3.3,33,1991,2,1,1,Fully Furnished,Riverside,0,1,572000.0,357.5,1.2121212121212122,Old
1485,1912.0,5,4.8,16,2008,3,1,0,Unfurnished,Lakeside,4,3,758700.0,396.80962343096235,1.0416666666666667,Moderate
1486,2266.0,2,1.3,14,2010,4,0,2,Semi-Furnished,OldTown,6,3,466500.0,205.8693733451015,1.5384615384615383,Recent
1487,1091.0,2,1.3,8,2016,4,1,0,Fully Furnished,Downtown,0,4,593600.0,544.0879926672777,1.5384615384615383,Recent
1488,920.0,4,3.0,72,1952,1,1,1,Semi-Furnished,Downtown,8,5,300700.0,326.8478260869565,1.3333333333333333,Very Old
1489,1037.0,2,1.6,37,1987,2,2,1,Unfurnished,Southside,0,2,205500.0,198.16779170684669,1.25,Old
1490,2431.0,2,1.1,11,2013,4,0,2,Unfurnished,Riverside,0,4,702300.0,288.8934594816948,1.8181818181818181,Recent
1491,1524.0,1,1.0,10,2014,4,2,1,Unfurnished,Southside,9,3,572700.0,375.78740157480314,1.0,Recent
1492,3079.0,2,2.1,76,1948,1,3,2,Fully Furnished,Suburb_B,0,5,331400.0,107.63234816498863,0.9523809523809523,Very Old
1493,1518.0,4,3.2,52,1972,1,1,0,Unfurnished,Lakeside,8,1,549900.0,362.2529644268775,1.25,Very Old
1494,1892.0,2,1.5,39,1985,1,1,0,Semi-Furnished,Southside,6,1,527800.0,278.9640591966173,1.3333333333333333,Old
1495,2571.0,3,2.2,24,2000,3,0,1,Semi-Furnished,OldTown,0,3,345400.0,134.34461299105408,1.3636363636363635,Moderate
1496,2803.0,3,2.7,15,2009,2,2,1,Fully Furnished,Downtown,3,5,1031000.0,367.82019265073137,1.111111111111111,Recent
1497,2831.0,3,2.2,96,1928,1,1,0,Fully Furnished,Lakeside,3,4,565100.0,199.6114447191805,1.3636363636363635,Very Old
1498,2404.0,1,1.4,62,1962,1,1,1,Fully Furnished,Lakeside,9,3,556600.0,231.53078202995007,0.7142857142857143,Very Old
1499,2312.0,4,3.8,18,2006,3,0,2,Unfurnished,Suburb_A,2,2,556800.0,240.83044982698962,1.0526315789473684,Moderate
1500,2096.0,1,1.0,72,1952,1,0,2,Fully Furnished,Lakeside,2,3,371100.0,177.05152671755727,1.0,Very Old
1501,2189.0,4,3.2,55,1969,1,1,2,Fully Furnished,OldTown,0,4,231800.0,105.89310187300137,1.25,Very Old
1502,1524.0,4,3.5,17,2007,3,1,1,Semi-Furnished,Southside,5,3,413500.0,271.3254593175853,1.1428571428571428,Moderate
1503,1391.0,3,2.7,25,1999,3,0,2,Semi-Furnished,Greenfield,0,3,340200.0,244.5722501797268,1.111111111111111,Moderate
1504,1798.0,3,2.2,11,2013,4,1,1,Fully Furnished,Suburb_A,0,1,473700.0,263.4593993325918,1.3636363636363635,Recent
1505,1715.0,3,2.2,6,2018,4,2,1,Fully Furnished,Hillview,9,3,1029000.0,600.0,1.3636363636363635,Recent
1506,1573.0,3,2.0,49,1975,2,0,3,Fully Furnished,Southside,0,2,289200.0,183.8525111252384,1.5,Old
1507,2148.0,4,3.3,15,2009,4,1,1,Semi-Furnished,Downtown,0,5,797300.0,371.1824953445065,1.2121212121212122,Recent
1508,2278.0,4,3.4,67,1957,1,0,2,Fully Furnished,Southside,6,3,457300.0,200.7462686567164,1.1764705882352942,Very Old
1509,1844.0,3,2.0,99,1925,1,0,3,Semi-Furnished,Southside,7,3,331700.0,179.88069414316703,1.5,Very Old
1510,2539.0,3,2.3,4,2020,5,0,2,Fully Furnished,Suburb_B,0,5,815200.0,321.07128790862544,1.3043478260869565,New
1511,1229.0,5,3.6,28,1996,3,1,0,Fully Furnished,Hillview,0,1,466800.0,379.82099267697316,1.3888888888888888,Moderate
1512,1703.0,5,3.7,63,1961,1,2,1,Semi-Furnished,Northside,0,1,275800.0,161.94950088079858,1.3513513513513513,Very Old
1513,1442.0,3,2.6,61,1963,1,1,2,Fully Furnished,Downtown,0,3,372300.0,258.18307905686544,1.1538461538461537,Very Old
1514,867.0,3,2.2,56,1968,1,1,1,Fully Furnished,Hillview,5,2,274200.0,316.2629757785467,1.3636363636363635,Very Old
1515,1759.0,2,1.5,20,2004,3,1,0,Semi-Furnished,Suburb_A,4,2,419700.0,238.60147811256397,1.3333333333333333,Moderate
1516,1739.0,5,3.5,27,1997,2,1,1,Semi-Furnished,Northside,5,4,448700.0,258.02185163887293,1.4285714285714286,Moderate
1517,2557.0,2,1.7,35,1989,2,2,1,Unfurnished,Suburb_A,3,2,434300.0,169.8474775127102,1.1764705882352942,Old
1518,2115.0,3,2.4,95,1929,1,2,1,Fully Furnished,Suburb_B,7,1,517900.0,244.86997635933807,1.25,Very Old
1519,1288.0,2,1.4,19,2005,3,2,0,Unfurnished,Suburb_A,3,2,350200.0,271.8944099378882,1.4285714285714286,Moderate
1520,2727.0,2,1.5,85,1939,1,1,1,Unfurnished,Riverside,8,1,945200.0,346.6079941327466,1.3333333333333333,Very Old
1521,2411.0,3,2.5,16,2008,3,1,1,Unfurnished,Riverside,3,2,776100.0,321.89962671090836,1.2,Moderate
1522,2091.0,5,3.8,98,1926,1,2,0,Semi-Furnished,Southside,7,1,499400.0,238.83309421329508,1.3157894736842106,Very Old
1523,1687.0,2,1.2,40,1984,2,1,1,Unfurnished,Downtown,2,4,395400.0,234.38055720213396,1.6666666666666667,Old
1524,1320.0,3,2.9,27,1997,3,2,2,Fully Furnished,OldTown,2,2,320000.0,242.42424242424244,1.0344827586206897,Moderate
1525,1614.0,2,1.4,37,1987,2,2,0,Fully Furnished,Lakeside,7,1,733600.0,454.52292441140025,1.4285714285714286,Old
1526,2344.0,2,1.6,16,2008,4,0,2,Fully Furnished,OldTown,0,2,496500.0,211.8174061433447,1.25,Moderate
1527,2742.0,3,2.7,16,2008,4,2,0,Unfurnished,Hillview,4,3,1121600.0,409.0444930707513,1.111111111111111,Moderate
1528,2572.0,3,3.5,6,2018,3,2,1,Semi-Furnished,Suburb_A,6,2,775700.0,301.5940902021773,0.8571428571428571,Recent
1529,1556.0,2,1.2,6,2018,4,2,0,Unfurnished,Greenfield,6,2,479900.0,308.4190231362468,1.6666666666666667,Recent
1530,1240.0,3,2.5,20,2004,3,0,3,Fully Furnished,Southside,4,5,325400.0,262.4193548387097,1.2,Moderate
1531,1870.0,2,1.4,56,1968,1,2,1,Unfurnished,Northside,2,2,303500.0,162.29946524064172,1.4285714285714286,Very Old
1532,916.0,3,2.2,36,1988,2,1,1,Unfurnished,Greenfield,0,2,233800.0,255.24017467248908,1.3636363636363635,Old
1533,1962.0,5,3.8,5,2019,4,0,2,Unfurnished,Lakeside,8,4,910600.0,464.118246687054,1.3157894736842106,New
1534,1726.0,5,3.7,72,1952,1,0,2,Semi-Furnished,Riverside,1,2,360100.0,208.6326767091541,1.3513513513513513,Very Old
1535,1567.0,3,2.4,36,1988,2,2,1,Unfurnished,OldTown,7,1,485700.0,309.955328653478,1.25,Old
1536,1003.0,3,2.0,92,1932,2,0,1,Unfurnished,Hillview,0,1,208500.0,207.876370887338,1.5,Very Old
1537,2057.0,5,4.3,40,1984,2,0,2,Semi-Furnished,Lakeside,0,5,519600.0,252.60087506076812,1.1627906976744187,Old
1538,1534.0,1,1.0,10,2014,4,1,0,Semi-Furnished,Greenfield,1,5,447200.0,291.52542372881356,1.0,Recent
1539,1215.0,4,3.3,28,1996,3,1,0,Unfurnished,Suburb_B,5,1,336200.0,276.7078189300411,1.2121212121212122,Moderate
1540,600.0,5,3.9,39,1985,3,1,0,Semi-Furnished,Northside,0,2,243800.0,406.3333333333333,1.2820512820512822,Old
1541,1786.0,2,1.5,1,2023,5,1,1,Unfurnished,Riverside,0,1,797500.0,446.528555431131,1.3333333333333333,New
1542,2686.0,2,1.7,0,2024,5,1,0,Fully Furnished,Riverside,0,3,1171500.0,436.15040953090096,1.1764705882352942,New
1543,2631.0,5,3.7,7,2017,5,2,0,Semi-Furnished,OldTown,0,1,852200.0,323.90725959711136,1.3513513513513513,Recent
1544,1571.0,3,2.3,15,2009,3,1,0,Fully Furnished,Hillview,0,1,507100.0,322.78803309993634,1.3043478260869565,Recent
1545,1499.0,1,1.0,25,1999,3,2,1,Fully Furnished,Downtown,0,4,454500.0,303.20213475650434,1.0,Moderate
1546,2034.0,2,1.3,29,1995,3,2,0,Fully Furnished,Suburb_A,6,2,509100.0,250.29498525073745,1.5384615384615383,Moderate
1547,1301.0,3,1.8,8,2016,5,1,0,Unfurnished,Northside,2,1,683200.0,525.1345119139123,1.6666666666666665,Recent
1548,1951.0,3,2.8,40,1984,2,1,1,Fully Furnished,Hillview,2,4,472500.0,242.18349564325987,1.0714285714285714,Old
1549,2183.0,4,3.0,36,1988,2,1,1,Unfurnished,Greenfield,9,3,443100.0,202.97755382501146,1.3333333333333333,Old
1550,2413.0,5,4.3,17,2007,3,1,0,Unfurnished,Northside,2,3,743400.0,308.08122668876916,1.1627906976744187,Moderate
1551,1750.0,2,1.9,0,2024,5,1,1,Semi-Furnished,Suburb_B,9,5,685500.0,391.7142857142857,1.0526315789473684,New
1552,1698.0,3,2.0,4,2020,5,2,0,Fully Furnished,Lakeside,0,2,978700.0,576.3839811542991,1.5,New
1553,1361.0,3,2.1,23,2001,3,2,2,Fully Furnished,Lakeside,2,1,567900.0,417.26671565025714,1.4285714285714286,Moderate
1554,1387.0,3,3.2,9,2015,4,0,1,Semi-Furnished,Southside,1,1,575100.0,414.6359048305696,0.9375,Recent
1555,1687.0,2,2.1,22,2002,3,0,2,Fully Furnished,Greenfield,3,2,414900.0,245.93953764078245,0.9523809523809523,Moderate
1556,1984.0,5,4.0,37,1987,2,0,2,Semi-Furnished,Suburb_A,4,1,574500.0,289.5665322580645,1.25,Old
1557,2257.0,4,3.3,33,1991,2,2,1,Unfurnished,Riverside,0,2,517800.0,229.41958351794418,1.2121212121212122,Old
1558,1398.0,3,2.2,13,2011,4,0,1,Fully Furnished,Riverside,7,1,942200.0,673.9628040057224,1.3636363636363635,Recent
1559,2546.0,3,2.5,20,2004,3,2,1,Semi-Furnished,OldTown,3,2,443600.0,174.23409269442263,1.2,Moderate
